id,date,country,lat,lng,event,title,size
133,2020-02-17,Brazil,-16.169602521333655,-47.72955543798434,COVID-19,COVID-19 Response in Brazil,6
134,2020-02-17,South Korea,35.84906284233434,128.33156467736194,COVID-19,COVID-19 Response in South Korea,6
135,2020-02-19,Canada,45.70276138724032,-75.79208106977057,COVID-19,COVID-19 Response in Canada,5
136,2020-02-19,Australia,-36.10554939051046,148.65994659225487,COVID-19,COVID-19 Response in Australia,6
137,2020-02-21,France,48.643343904186544,0.5160992797868609,COVID-19,COVID-19 Response in France,5
138,2020-02-21,China,40.57549448249166,117.59256929768077,COVID-19,COVID-19 Response in China,8
139,2020-02-21,UK,50.16017892481403,-0.2304394030707594,COVID-19,COVID-19 Response in UK,4
140,2020-02-23,Mexico,19.767571102511642,-98.44800097265535,COVID-19,COVID-19 Response in Mexico,3
141,2020-02-23,Brazil,-15.229001407962658,-49.35720205107774,COVID-19,COVID-19 Response in Brazil,6
143,2020-02-25,UK,52.54491883157611,-0.5834951377434549,COVID-19,COVID-19 Response in UK,6
144,2020-02-25,Brazil,-16.79091387287048,-49.57237506895343,COVID-19,COVID-19 Response in Brazil,3
142,2020-02-25,Italy,41.20941066776694,12.318797300065928,COVID-19,COVID-19 Response in Italy,5
145,2020-02-27,India,29.2005763729995,78.32493219844358,COVID-19,COVID-19 Response in India,8
146,2020-02-27,China,38.06103255016306,114.52411999552285,COVID-19,COVID-19 Response in China,4
147,2020-02-29,Canada,44.00952938313916,-77.19511610050318,COVID-19,COVID-19 Response in Canada,8
148,2020-02-29,Italy,40.357557784437226,14.291028088866607,COVID-19,COVID-19 Response in Italy,6
149,2020-02-29,Iran,36.49785988498461,52.467592393424965,COVID-19,COVID-19 Response in Iran,4
150,2020-03-02,Australia,-36.6449367593312,148.3441556783944,COVID-19,COVID-19 Response in Australia,7
151,2020-03-02,Canada,43.50271370198986,-76.45217102242123,COVID-19,COVID-19 Response in Canada,8
156,2020-03-04,Iran,36.34608536274943,49.67582694607856,COVID-19,COVID-19 Response in Iran,8
152,2020-03-04,Brazil,-15.037542336268078,-47.39103041759582,COVID-19,COVID-19 Response in Brazil,3
153,2020-03-04,South Korea,38.38877200998309,126.20633074195067,COVID-19,COVID-19 Response in South Korea,8
154,2020-03-04,China,40.301646459267374,114.88422026026926,COVID-19,COVID-19 Response in China,7
155,2020-03-04,Spain,41.530541385444074,-4.311184938766204,COVID-19,COVID-19 Response in Spain,6
159,2020-03-06,Brazil,-16.058051419969292,-46.964818783946434,COVID-19,COVID-19 Response in Brazil,8
160,2020-03-06,France,47.980329585549605,3.6327968752270237,COVID-19,COVID-19 Response in France,7
157,2020-03-06,Italy,40.322155482575994,14.343150268858315,COVID-19,COVID-19 Response in Italy,8
158,2020-03-06,Canada,46.96630005922041,-75.86104260959301,COVID-19,COVID-19 Response in Canada,4
165,2020-03-08,UK,51.45019972956538,-0.6807001352956189,COVID-19,COVID-19 Response in UK,5
164,2020-03-08,Iran,33.81479999108036,52.803811345249834,COVID-19,COVID-19 Response in Iran,4
161,2020-03-08,France,48.18921833192447,1.3819806763747633,COVID-19,COVID-19 Response in France,3
162,2020-03-08,Brazil,-16.68428700323012,-48.09679199922492,COVID-19,COVID-19 Response in Brazil,6
163,2020-03-08,South Korea,37.87939857871329,127.67275388178197,COVID-19,COVID-19 Response in South Korea,5
166,2020-03-10,UK,51.72316411167834,-0.0334909931402633,COVID-19,COVID-19 Response in UK,4
167,2020-03-10,Iran,34.04245184783209,52.280298656416775,COVID-19,COVID-19 Response in Iran,6
168,2020-03-10,South Korea,37.820704846327445,125.96129574449687,COVID-19,COVID-19 Response in South Korea,6
169,2020-03-10,Mexico,19.983611598963808,-99.13671465968565,COVID-19,COVID-19 Response in Mexico,3
170,2020-03-12,UK,51.117604514711715,-1.1267793444929715,COVID-19,COVID-19 Response in UK,8
171,2020-03-12,China,40.22622234132947,116.2930419550381,COVID-19,COVID-19 Response in China,7
174,2020-03-14,Germany,51.76219177602395,14.371524254556416,COVID-19,COVID-19 Response in Germany,8
175,2020-03-14,India,27.34059936975065,76.06553855951442,COVID-19,COVID-19 Response in India,6
172,2020-03-14,Brazil,-16.392757889543326,-48.08501894858728,COVID-19,COVID-19 Response in Brazil,5
173,2020-03-14,South Korea,36.60561470480377,125.48262353900923,COVID-19,COVID-19 Response in South Korea,4
179,2020-03-16,Germany,50.68206280393287,11.618104080955952,COVID-19,COVID-19 Response in Germany,5
178,2020-03-16,Australia,-37.24340653097574,149.23654035707065,COVID-19,COVID-19 Response in Australia,5
177,2020-03-16,Iran,34.884985853060584,50.84352427659754,COVID-19,COVID-19 Response in Iran,5
176,2020-03-16,South Korea,37.98716296204921,128.92204252185005,COVID-19,COVID-19 Response in South Korea,4
180,2020-03-18,Japan,35.66351477809512,141.19087893999412,COVID-19,COVID-19 Response in Japan,7
181,2020-03-18,Canada,44.53735730854859,-75.78514316557441,COVID-19,COVID-19 Response in Canada,5
182,2020-03-18,Australia,-36.56254531843967,147.3055068687343,COVID-19,COVID-19 Response in Australia,6
183,2020-03-20,Canada,45.00282976900776,-77.40367131897744,COVID-19,COVID-19 Response in Canada,8
184,2020-03-20,Spain,41.14580407302407,-5.0930919721961745,COVID-19,COVID-19 Response in Spain,7
185,2020-03-22,Spain,41.45777378130477,-3.274729395028149,COVID-19,COVID-19 Response in Spain,7
186,2020-03-22,China,38.80274854826014,116.49029014052088,COVID-19,COVID-19 Response in China,6
187,2020-03-22,Mexico,21.034017510495215,-99.91058746993045,COVID-19,COVID-19 Response in Mexico,7
188,2020-03-22,Germany,54.460125041867194,12.621520977277441,COVID-19,COVID-19 Response in Germany,7
190,2020-03-24,South Korea,36.44410078122157,127.64171254876814,COVID-19,COVID-19 Response in South Korea,4
189,2020-03-24,Iran,34.09693429909915,52.450948417418836,COVID-19,COVID-19 Response in Iran,8
193,2020-03-26,Spain,39.55241955837476,-4.569126507550849,COVID-19,COVID-19 Response in Spain,6
191,2020-03-26,USA,37.52613046177255,-77.36592970935989,COVID-19,COVID-19 Response in USA,8
192,2020-03-26,Germany,52.875244780478255,12.565037156124111,COVID-19,COVID-19 Response in Germany,4
194,2020-03-28,Japan,37.395644177930194,140.8513121065869,COVID-19,COVID-19 Response in Japan,8
195,2020-03-28,China,40.25915835682103,117.61562272112575,COVID-19,COVID-19 Response in China,4
196,2020-03-30,Spain,42.03364578085042,-2.3934753613997617,COVID-19,COVID-19 Response in Spain,3
197,2020-03-30,Germany,50.73855215805539,14.570514264929647,COVID-19,COVID-19 Response in Germany,7
198,2020-03-30,China,40.89583088827849,116.67682819727638,COVID-19,COVID-19 Response in China,5
199,2020-03-30,Japan,35.45661379469495,139.57479188110463,COVID-19,COVID-19 Response in Japan,5
200,2020-03-30,USA,39.69893473990287,-75.22929503702383,COVID-19,COVID-19 Response in USA,7
205,2020-04-01,Brazil,-15.917996706993467,-47.29396204226525,COVID-19,COVID-19 Response in Brazil,5
201,2020-04-01,France,49.83813569314246,2.8148545637836424,COVID-19,COVID-19 Response in France,3
202,2020-04-01,Spain,38.76530754652394,-1.8523555912286533,COVID-19,COVID-19 Response in Spain,7
203,2020-04-01,Iran,36.04849172683914,49.48298182486214,COVID-19,COVID-19 Response in Iran,8
204,2020-04-01,Italy,43.18568498103353,12.804987938410987,COVID-19,COVID-19 Response in Italy,4
208,2020-04-03,Japan,34.11839953833023,138.34329941063532,COVID-19,COVID-19 Response in Japan,6
206,2020-04-03,Iran,36.95697977816241,53.27622094426281,COVID-19,COVID-19 Response in Iran,6
207,2020-04-03,Brazil,-16.4081557748214,-48.56676642533963,COVID-19,COVID-19 Response in Brazil,8
209,2020-04-05,UK,51.31930363440692,-0.8419313713193283,COVID-19,COVID-19 Response in UK,5
210,2020-04-05,Japan,34.16368640572384,140.7901917041592,COVID-19,COVID-19 Response in Japan,7
211,2020-04-05,Brazil,-14.500291186925196,-49.89539573020755,COVID-19,COVID-19 Response in Brazil,7
212,2020-04-05,Germany,52.34790537992858,11.616816341506915,COVID-19,COVID-19 Response in Germany,7
213,2020-04-05,Italy,41.3471174366067,13.525772616222294,COVID-19,COVID-19 Response in Italy,8
217,2020-04-07,UK,50.74300055357334,-2.0453021421357573,COVID-19,COVID-19 Response in UK,6
214,2020-04-07,Australia,-36.77594708419821,148.2521165799533,COVID-19,COVID-19 Response in Australia,8
215,2020-04-07,Italy,41.83884718779999,10.615477769766652,COVID-19,COVID-19 Response in Italy,8
216,2020-04-07,China,40.33548666832786,115.3571898493106,COVID-19,COVID-19 Response in China,4
218,2020-04-07,Germany,50.87283680512609,15.36902855758088,COVID-19,COVID-19 Response in Germany,3
223,2020-04-09,UK,50.60498961128816,1.0600247280124537,COVID-19,COVID-19 Response in UK,6
222,2020-04-09,France,48.932963566371576,3.9173050205859044,COVID-19,COVID-19 Response in France,3
221,2020-04-09,USA,37.47856787394243,-78.23755851620828,COVID-19,COVID-19 Response in USA,7
220,2020-04-09,Japan,37.6209785304135,138.67492362430053,COVID-19,COVID-19 Response in Japan,7
219,2020-04-09,Spain,40.43548806027805,-4.606300413146903,COVID-19,COVID-19 Response in Spain,6
224,2020-04-11,Mexico,20.682197892742312,-99.96864406686869,COVID-19,COVID-19 Response in Mexico,5
225,2020-04-11,Australia,-33.95009630957431,149.4196935355336,COVID-19,COVID-19 Response in Australia,8
226,2020-04-11,Germany,52.458561386622804,11.994381673531157,COVID-19,COVID-19 Response in Germany,7
227,2020-04-11,UK,51.437365542206884,-0.7702401771570025,COVID-19,COVID-19 Response in UK,7
228,2020-04-13,France,49.1871905679396,1.3342497842315724,COVID-19,COVID-19 Response in France,6
229,2020-04-13,India,26.774589196389208,78.17882060626079,COVID-19,COVID-19 Response in India,8
230,2020-04-13,China,41.553720671278505,115.92492458778855,COVID-19,COVID-19 Response in China,8
231,2020-04-13,South Korea,38.769574642799725,127.60807600560243,COVID-19,COVID-19 Response in South Korea,4
232,2020-04-13,Australia,-35.3186854015343,147.2480784453823,COVID-19,COVID-19 Response in Australia,7
235,2020-04-15,France,47.19931299297483,3.5261011650920993,COVID-19,COVID-19 Response in France,5
236,2020-04-15,Mexico,18.754244936205726,-98.32918160565247,COVID-19,COVID-19 Response in Mexico,8
233,2020-04-15,Canada,45.50380434723024,-75.87228770210304,COVID-19,COVID-19 Response in Canada,8
234,2020-04-15,Spain,38.97662166386779,-2.216268114603123,COVID-19,COVID-19 Response in Spain,4
237,2020-04-17,Canada,46.80936534626357,-74.26263126332694,COVID-19,COVID-19 Response in Canada,6
238,2020-04-17,India,30.416558370490705,77.70719671603196,COVID-19,COVID-19 Response in India,6
239,2020-04-19,Iran,34.63908097240809,52.13759829762367,COVID-19,COVID-19 Response in Iran,5
240,2020-04-19,Spain,42.38970369182486,-2.7129345330482924,COVID-19,COVID-19 Response in Spain,6
241,2020-04-21,Australia,-34.48443668268384,147.50202896129127,COVID-19,COVID-19 Response in Australia,4
242,2020-04-21,Japan,36.47600465117294,141.31369624820192,COVID-19,COVID-19 Response in Japan,3
243,2020-04-23,Australia,-35.80063564089874,147.6822791827976,COVID-19,COVID-19 Response in Australia,7
244,2020-04-23,Italy,41.5482069959023,13.227201485410912,COVID-19,COVID-19 Response in Italy,4
245,2020-04-23,UK,50.17993459627239,-1.7841265973600215,COVID-19,COVID-19 Response in UK,6
246,2020-04-23,India,29.078841474149662,76.16331916742526,COVID-19,COVID-19 Response in India,7
249,2020-04-25,Japan,36.41044354279632,138.33190248828714,COVID-19,COVID-19 Response in Japan,6
247,2020-04-25,China,38.915909357654165,115.42130683263662,COVID-19,COVID-19 Response in China,3
248,2020-04-25,France,50.495634126801285,2.261013022101206,COVID-19,COVID-19 Response in France,5
251,2020-04-27,UK,50.296867996435566,-0.5612270041306181,COVID-19,COVID-19 Response in UK,6
252,2020-04-27,Japan,34.12661306968945,139.2254571906305,COVID-19,COVID-19 Response in Japan,5
250,2020-04-27,Iran,36.46125404984052,51.22734325067115,COVID-19,COVID-19 Response in Iran,5
253,2020-04-27,Brazil,-15.50075227928542,-45.92923182549241,COVID-19,COVID-19 Response in Brazil,5
255,2020-04-29,Japan,36.81324646308031,141.5944112673117,COVID-19,COVID-19 Response in Japan,7
254,2020-04-29,Canada,44.98322296364547,-77.66760813695404,COVID-19,COVID-19 Response in Canada,8
256,2020-05-01,Canada,46.60772783018115,-76.82398184428759,COVID-19,COVID-19 Response in Canada,4
257,2020-05-01,UK,51.98356465252122,0.6110578344934378,COVID-19,COVID-19 Response in UK,8
258,2020-05-01,Australia,-34.23011690201814,149.82342037672808,COVID-19,COVID-19 Response in Australia,4
259,2020-05-01,China,40.41299241474759,118.01361481629188,COVID-19,COVID-19 Response in China,8
260,2020-05-01,Iran,33.85769029584327,52.55444193604061,COVID-19,COVID-19 Response in Iran,3
261,2020-05-03,South Korea,36.90687650285604,126.66201237367511,COVID-19,COVID-19 Response in South Korea,4
262,2020-05-03,USA,37.428639190987134,-76.84236896406232,COVID-19,COVID-19 Response in USA,5
263,2020-05-03,Spain,40.52340949481114,-2.0460521020732125,COVID-19,COVID-19 Response in Spain,4
264,2020-05-03,UK,50.52788033825305,1.198759250169629,COVID-19,COVID-19 Response in UK,6
268,2020-05-05,Spain,38.761211502274335,-4.121701758685152,COVID-19,COVID-19 Response in Spain,5
267,2020-05-05,India,30.46907898920013,78.41835057608225,COVID-19,COVID-19 Response in India,5
265,2020-05-05,South Korea,37.47332555541078,125.30119744362703,COVID-19,COVID-19 Response in South Korea,4
266,2020-05-05,Canada,46.840562387595284,-74.80313315169793,COVID-19,COVID-19 Response in Canada,6
269,2020-05-07,France,49.59131352749501,3.0893631894040525,COVID-19,COVID-19 Response in France,7
270,2020-05-07,India,28.1241019970899,77.75419707120335,COVID-19,COVID-19 Response in India,5
271,2020-05-09,Japan,35.58590747192576,140.1781874681781,COVID-19,COVID-19 Response in Japan,7
272,2020-05-09,China,39.2120251272695,116.84032878343366,COVID-19,COVID-19 Response in China,8
1023,2020-05-09,India,29.113648079880335,78.40529218829802,Earthquake,Disaster Response in India,4
273,2020-05-11,Japan,35.55707014529072,140.50430866188375,COVID-19,COVID-19 Response in Japan,8
274,2020-05-11,Canada,45.03318342318165,-77.14089194997112,COVID-19,COVID-19 Response in Canada,3
278,2020-05-13,China,40.806396602228965,117.94165513559832,COVID-19,COVID-19 Response in China,8
275,2020-05-13,France,50.44903723411401,0.942656194825346,COVID-19,COVID-19 Response in France,6
276,2020-05-13,Spain,39.88404606194753,-1.9024769263523784,COVID-19,COVID-19 Response in Spain,8
277,2020-05-13,Canada,47.18389634311772,-76.02349298634111,COVID-19,COVID-19 Response in Canada,8
